idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,anomaly_label_x,anomaly_label_y,net_spending,fee_ratio,cashback_ratio,points_per_dollar,hour,weekday,is_weekend,day_part,transactions_per_user,avg_spent_per_user,merchant_transaction_count
316,ce44129c-6d27-4741-b5e0-54fb92a6ab6f,USER_09889,2023-09-12 09:55:00,Streaming Service,Premium Plan,ZEE5,1884.1,47.59,1.17,496,Credit Card,Successful,MERCH_0538,Android,Rural,normal,normal,1882.9299999999998,0.02525874422801338,0.0006209861472321002,0.26325566583514676,9,1,0,Morning,2,3922.51,3
317,6dbfa698-3f00-4983-8856-9bc2500974d2,USER_04443,2023-09-12 10:02:00,Electricity Bill,Industrial Bill,Reliance Energy,5794.1,4.41,91.46,513,Bank Transfer,Successful,MERCH_0864,iOS,Urban,normal,normal,5702.64,0.0007611190693981809,0.015785022695500594,0.08853834072591084,10,1,0,Morning,1,5794.1,7
318,09925b6e-2128-490d-8c5a-d9730eb37b19,USER_02737,2023-09-12 11:51:00,Electricity Bill,Temporary Connection Bill,Tata Power,9596.95,43.06,6.04,677,Wallet Balance,Successful,MERCH_0759,Web,Suburban,normal,normal,9590.91,0.004486842173815639,0.0006293666216870984,0.07054324551029233,11,1,0,Morning,1,9596.95,6
319,285097f5-0d74-48d2-aa0b-a275fe8efba8,USER_03856,2023-09-12 12:40:00,Gas Bill,Piped Natural Gas,Adani Gas,7615.05,35.0,3.93,862,Bank Transfer,Successful,MERCH_0531,Android,Urban,normal,normal,7611.12,0.004596161548512485,0.000516083282447259,0.1131968929947932,12,1,0,Afternoon,1,7615.05,5
320,ff0018cd-cce3-4b8e-a9d2-0d49f677fd33,USER_03347,2023-09-12 12:58:00,Flight Booking,Chennai to Hyderabad,EaseMyTrip,6584.41,0.38,46.92,673,Debit Card,Successful,MERCH_0327,iOS,Suburban,normal,normal,6537.49,5.771208050531483e-05,0.007125923203445715,0.1022111320528339,12,1,0,Afternoon,2,6183.275,4
321,d3359a12-7aea-495e-aed8-be07989ba5db,USER_06144,2023-09-12 16:57:00,Education Fee,Python Programming Course,Udemy,5883.99,47.79,66.27,510,Debit Card,Successful,MERCH_0914,Web,Rural,normal,normal,5817.719999999999,0.008122039636369198,0.011262765572341217,0.08667587810312391,16,1,0,Afternoon,1,5883.99,4
322,48d5dbfc-5e5f-4710-bedb-651e14181fc9,USER_06735,2023-09-12 18:29:00,Taxi Fare,City Ride,Jugnoo,3997.82,43.71,10.63,703,Credit Card,Successful,MERCH_0305,Android,Urban,normal,normal,3987.19,0.01093345873501058,0.0026589491272743645,0.17584583598060943,18,1,0,Evening,1,3997.82,6
323,3935b0cd-906c-4268-998a-cb1c3f786916,USER_07707,2023-09-12 19:06:00,Hotel Booking,Deluxe Room,Fab Hotels,402.59,23.2,32.64,825,Credit Card,Successful,MERCH_0255,Android,Suburban,normal,normal,369.95,0.05762686604237562,0.08107503912168708,2.049231227799995,19,1,0,Evening,1,402.59,10
324,eb09bbc9-d06b-4f78-9ab0-512e9b47be02,USER_00644,2023-09-12 20:24:00,Food Delivery,Pizza Margherita,Zomato,7260.05,17.44,74.4,531,Credit Card,Successful,MERCH_0956,Android,Urban,normal,normal,7185.650000000001,0.002402187312759554,0.010247863306726538,0.0731399921488144,20,1,0,Evening,1,7260.05,10
325,2396812d-d9a5-46ab-9637-53fdd90c25a2,USER_08775,2023-09-12 22:11:00,Mobile Recharge,Family Plan 999,Airtel,5618.6,21.2,15.98,873,UPI,Successful,MERCH_0924,iOS,Urban,normal,normal,5602.620000000001,0.003773181931441996,0.002844124870964297,0.15537678425230483,22,1,0,Evening,3,8233.416666666666,6
326,e0008ccf-95ee-4564-b40c-54d29b5802de,USER_02748,2023-09-12 22:14:00,Grocery Shopping,Mixed Fruit Jam,Grofers,5287.95,1.03,89.05,783,Wallet Balance,Successful,MERCH_0638,iOS,Urban,normal,normal,5198.9,0.00019478247714142533,0.016840174358683423,0.14807250446770487,22,1,0,Evening,3,4034.646666666666,4
327,c889e6d8-16ba-484b-923a-f5057514731d,USER_02713,2023-09-13 06:55:00,Taxi Fare,Share Ride,Jugnoo,2541.05,19.02,24.67,649,Credit Card,Successful,MERCH_0116,Android,Urban,normal,normal,2516.38,0.007485094744298616,0.009708585033745892,0.2554062297081915,6,2,0,Morning,1,2541.05,7
328,a620597d-7d1f-439f-84f1-d9ffc80095d6,USER_05744,2023-09-13 07:30:00,Gaming Credits,500 Gems Pack,Roblox,8669.17,30.5,28.63,16,UPI,Successful,MERCH_0745,Android,Urban,normal,normal,8640.54,0.0035182145464906097,0.003302507621836923,0.001845620745699992,7,2,0,Morning,3,8316.63,3
329,6dc80e66-5aa2-4791-a893-0b56a64668ca,USER_06734,2023-09-13 08:26:00,Mobile Recharge,Data Pack 50GB,Idea,9815.73,21.61,94.68,369,Bank Transfer,Successful,MERCH_0463,Android,Suburban,normal,normal,9721.05,0.0022015682990465303,0.009645742089482903,0.03759272107117861,8,2,0,Morning,2,6390.245,5
330,239e2872-f7c3-4e0f-9ab0-30e3f0d3f54f,USER_08129,2023-09-13 10:07:00,Electricity Bill,Temporary Connection Bill,Tata Power,4666.76,34.41,9.4,683,Bank Transfer,Successful,MERCH_0475,Web,Urban,normal,normal,4657.360000000001,0.007373423960092226,0.0020142454293771267,0.1463542157728274,10,2,0,Morning,2,4158.18,8
331,90e06d96-7fca-4d6f-b69b-4ff249253c2a,USER_02414,2023-09-13 13:21:00,Gaming Credits,Battle Pass,PUBG Mobile,382.43,40.67,9.52,506,Credit Card,Failed,MERCH_0455,Android,Suburban,normal,normal,372.91,0.10634625944617315,0.024893444551944144,1.3231179562272835,13,2,0,Afternoon,3,2409.1666666666665,7
332,aa8d45fb-7d8c-40c9-a607-7ce95028acc9,USER_08898,2023-09-13 15:20:00,Internet Bill,4G Unlimited Plan,ACT Fibernet,7103.26,12.43,19.72,731,Wallet Balance,Successful,MERCH_0569,Android,Urban,normal,normal,7083.54,0.0017499007497965722,0.002776190087368335,0.10291049461796414,15,2,0,Afternoon,1,7103.26,4
333,d54c1122-215f-4519-85c7-d66d612474e4,USER_07051,2023-09-13 15:32:00,Flight Booking,Ahmedabad to Jaipur,Yatra,4445.95,46.98,20.53,656,Debit Card,Successful,MERCH_0436,Android,Urban,normal,normal,4425.42,0.010566920455695633,0.004617685758949157,0.14755001743159504,15,2,0,Afternoon,2,6616.139999999999,10
334,48a3a5f0-5683-4fa3-8e00-a49b04a52840,USER_08196,2023-09-13 20:57:00,Loan Repayment,Education Loan EMI,Axis Bank,2780.17,25.09,59.17,556,Debit Card,Successful,MERCH_0395,Android,Urban,normal,normal,2721.0,0.009024627990374689,0.021282871191330027,0.19998777053201783,20,2,0,Evening,1,2780.17,4
335,1645c09f-3676-44af-b4cf-4f639f51e8fe,USER_02163,2023-09-13 21:09:00,Mobile Recharge,Family Plan 999,Idea,673.1,48.59,71.8,829,Debit Card,Successful,MERCH_0280,Android,Urban,normal,normal,601.3000000000001,0.07218838211261329,0.10667062843559649,1.2316149160600207,21,2,0,Evening,2,2545.965,3
336,c3d07e21-98c8-4c84-a502-f9bf94e1c077,USER_02417,2023-09-13 21:23:00,Hotel Booking,Villa,Treebo,9405.49,14.18,3.19,117,Credit Card,Successful,MERCH_0893,iOS,Suburban,anomaly,anomaly,9402.3,0.0015076301181543971,0.00033916361614333754,0.012439543288015829,21,2,0,Evening,3,6617.793333333332,7
337,5e81c014-c552-46df-8587-c1fb7aa40577,USER_09521,2023-09-13 23:43:00,Education Fee,MBA Entrance Prep,Unacademy,9017.49,38.28,0.89,286,Credit Card,Failed,MERCH_0239,Android,Urban,normal,normal,9016.6,0.0042450837206362306,9.869708754875249e-05,0.03171614274038563,23,2,0,Evening,1,9017.49,2
338,a1824b8f-6e6e-414c-b084-584efc71b702,USER_03666,2023-09-14 00:37:00,Gaming Credits,Premium Skin,Free Fire,3803.65,46.85,76.1,598,Debit Card,Successful,MERCH_0568,iOS,Urban,normal,normal,3727.55,0.012317116453932407,0.020007098444914752,0.15721740959341685,0,3,0,Night,1,3803.65,5
339,65c38db0-399d-48c5-90a2-95ba3f1881b5,USER_04488,2023-09-14 03:15:00,Mobile Recharge,Annual Plan 2999,Idea,1930.7,18.64,15.7,496,UPI,Successful,MERCH_0126,Android,Urban,normal,normal,1915.0,0.009654529445278915,0.008131765680841145,0.2569016418915419,3,3,0,Night,2,5962.120000000001,7
340,e9468fc6-f3ed-49cb-982c-a968394d07f0,USER_08442,2023-09-14 04:02:00,Bus Ticket,Semi-Sleeper,Goibibo,6166.77,23.52,21.75,440,UPI,Successful,MERCH_0693,iOS,Suburban,normal,normal,6145.02,0.003813990143948939,0.0035269679264833937,0.07135015575414681,4,3,0,Night,3,6186.673333333333,7
341,b1bfe534-fb6e-4e17-9b2a-7ce1db941b2d,USER_05836,2023-09-14 04:48:00,Education Fee,Digital Marketing Certification,Unacademy,3598.0,10.0,92.3,506,Debit Card,Successful,MERCH_0041,Android,Rural,normal,normal,3505.7,0.0027793218454697055,0.02565314063368538,0.1406336853807671,4,3,0,Night,4,6297.2975,8
342,80a8d80c-6803-4870-8f3f-98d79001c6d7,USER_02809,2023-09-14 04:53:00,Taxi Fare,Share Ride,Meru,2070.92,32.59,52.39,100,Bank Transfer,Successful,MERCH_0398,iOS,Urban,normal,normal,2018.53,0.01573696714503699,0.025297935217198152,0.0482877175361675,4,3,0,Night,2,5250.95,6
343,e36cf40e-64ff-4441-a9d5-dc49dea026f1,USER_08127,2023-09-14 05:55:00,Water Bill,Industrial Use,Chennai Metro Water,6537.79,8.89,43.38,256,Bank Transfer,Successful,MERCH_0798,iOS,Urban,normal,normal,6494.41,0.0013597867169181023,0.0066352697165250035,0.039156962826887985,5,3,0,Night,2,7429.92,4
344,a7f3ceea-5cb5-4d08-b6e3-c5560f0b9e97,USER_02847,2023-09-14 06:08:00,Internet Bill,Fiber 100Mbps Plan,Jio Fiber,3623.03,15.81,32.02,849,Bank Transfer,Successful,MERCH_0792,Android,Suburban,normal,normal,3591.01,0.004363750783184241,0.008837906393267514,0.23433424509319545,6,3,0,Morning,3,5659.12,7
345,e891efe4-3e19-40a4-a756-e79f7fd472eb,USER_01038,2023-09-14 06:09:00,Hotel Booking,Dormitory Bed,Fab Hotels,1291.27,8.92,98.69,580,Debit Card,Successful,MERCH_0606,Android,Urban,normal,normal,1192.58,0.006907927853973221,0.0764286322767508,0.44917019678301207,6,3,0,Morning,2,3364.7700000000004,6
346,82cc5bbc-cb01-442a-a388-89ce22ae41a7,USER_06610,2023-09-14 08:28:00,Education Fee,MBA Entrance Prep,BYJU'S,9073.58,36.57,10.34,132,UPI,Successful,MERCH_0024,Android,Urban,normal,normal,9063.24,0.004030382715532348,0.0011395722526279595,0.014547730884612248,8,3,0,Morning,2,9227.494999999999,3
347,97c041ca-d282-4795-b639-e508e8cf5854,USER_04050,2023-09-14 09:07:00,Mobile Recharge,Prepaid Plan 399,BSNL,3650.72,40.05,16.2,784,Debit Card,Successful,MERCH_0126,Web,Urban,normal,normal,3634.52,0.010970438707980892,0.004437480825700136,0.21475215847832757,9,3,0,Morning,2,6569.16,7
348,48283105-e1ba-49dc-9204-a7ec09c5052f,USER_00394,2023-09-14 14:29:00,Education Fee,Data Science Bootcamp,Unacademy,960.14,14.6,58.43,770,UPI,Successful,MERCH_0580,iOS,Rural,normal,normal,901.71,0.015206115774782845,0.06085570854250422,0.8019663799029308,14,3,0,Afternoon,2,3338.8050000000003,6
349,682722b1-5944-42c1-a0d6-cb5635092f12,USER_08128,2023-09-14 16:25:00,Movie Ticket,PK,Carnival Cinemas,3054.31,6.49,98.67,520,Credit Card,Successful,MERCH_0183,Android,Urban,normal,normal,2955.64,0.0021248661727198614,0.032305168761520606,0.17025121876954205,16,3,0,Afternoon,1,3054.31,11
350,79b43c67-e180-44f7-bbfe-fad38963e334,USER_08366,2023-09-14 16:31:00,Internet Bill,4G Unlimited Plan,BSNL Broadband,1957.32,14.01,63.27,873,Bank Transfer,Successful,MERCH_0413,Android,Suburban,normal,normal,1894.05,0.007157746306173748,0.03232481147691742,0.4460180246459445,16,3,0,Afternoon,1,1957.32,8
351,5524d2ae-2652-4d41-afc2-a847c8919a1c,USER_07001,2023-09-14 19:35:00,Flight Booking,Pune to Goa,Ixigo,4053.87,10.78,60.39,917,Wallet Balance,Successful,MERCH_0866,Android,Urban,normal,normal,3993.48,0.002659187393774344,0.014896876318184846,0.2262036029769085,19,3,0,Evening,1,4053.87,2
352,9823e18c-b4ca-4898-a967-3759ef3bd992,USER_00788,2023-09-14 20:41:00,Gift Card,Rs. 2000 Gift Voucher,Lifestyle,9882.48,42.47,1.11,889,Wallet Balance,Successful,MERCH_0052,iOS,Suburban,anomaly,anomaly,9881.369999999999,0.004297504270183193,0.0001123199844573427,0.08995717674106095,20,3,0,Evening,2,6904.835,5
353,aa7355fe-fb1e-4560-b254-918c9aee340b,USER_00387,2023-09-14 21:14:00,Food Delivery,Butter Chicken,Domino's,4220.89,20.49,40.46,489,Credit Card,Successful,MERCH_0790,Android,Urban,normal,normal,4180.43,0.004854426436130768,0.009585656105702825,0.1158523439369422,21,3,0,Evening,1,4220.89,8
354,5fec1588-ae47-4e39-8c8e-f3dbf3d89d74,USER_03053,2023-09-14 21:48:00,Electricity Bill,Temporary Connection Bill,CESC,3831.32,4.01,10.16,245,UPI,Successful,MERCH_0152,iOS,Urban,normal,normal,3821.1600000000003,0.0010466366683023083,0.002651827568566447,0.0639466293601161,21,3,0,Evening,3,6360.786666666667,4
355,f133f4c3-361c-4d96-9699-443f4d489f38,USER_06171,2023-09-15 04:17:00,Grocery Shopping,Basmati Rice,Amazon Pantry,4874.87,29.08,54.77,973,Debit Card,Successful,MERCH_0955,iOS,Urban,normal,normal,4820.099999999999,0.005965287279455657,0.011235171399442448,0.19959506612484026,4,4,0,Night,1,4874.87,4
356,b5e30ac9-c65f-49ba-8849-baf9ce1129b3,USER_04843,2023-09-15 07:48:00,Gift Card,Rs. 5000 Luxury Card,Lifestyle,2199.81,49.45,77.77,812,Bank Transfer,Successful,MERCH_0032,iOS,Urban,normal,normal,2122.04,0.022479214113946207,0.03535305321823248,0.3691227878771349,7,4,0,Morning,1,2199.81,3
357,c34363ba-1523-4011-ae82-47232de34e08,USER_06243,2023-09-15 10:32:00,Electricity Bill,Agricultural Bill,Reliance Energy,3686.71,48.43,46.39,949,UPI,Successful,MERCH_0682,Android,Suburban,normal,normal,3640.32,0.013136373623094846,0.012583034738289695,0.25741107925494544,10,4,0,Morning,1,3686.71,10
358,7beb37cd-a071-4507-9f27-f2c6fb19b9dd,USER_06832,2023-09-15 10:54:00,Streaming Service,Student Offer,Netflix,1476.73,40.46,22.58,410,Wallet Balance,Successful,MERCH_0027,iOS,Urban,normal,normal,1454.15,0.02739837343319361,0.015290540586295394,0.27764046237294565,10,4,0,Morning,1,1476.73,4
359,6e65b8b0-4cfb-48c0-9aae-3a9e8ec59087,USER_06352,2023-09-15 11:53:00,Mobile Recharge,Postpaid Plan 599,Jio,5060.36,21.78,56.54,511,Debit Card,Successful,MERCH_0468,Android,Suburban,normal,normal,5003.82,0.004304041609687849,0.011173118118078557,0.10098095787651472,11,4,0,Morning,2,7039.27,5
360,d64c272e-ca1f-4b5f-9190-033ec82eb91a,USER_09538,2023-09-15 20:00:00,Grocery Shopping,Basmati Rice,Nature's Basket,3327.75,36.47,87.0,979,Bank Transfer,Successful,MERCH_0855,iOS,Suburban,normal,normal,3240.75,0.010959356922845767,0.026143790849673203,0.29419277289459844,20,4,0,Evening,3,4781.47,5
361,51810398-24bd-4a94-a7d3-eeead4c089d9,USER_06453,2023-09-15 20:18:00,Online Shopping,Wireless Earbuds,Snapdeal,3768.06,3.45,77.0,265,UPI,Successful,MERCH_0535,iOS,Urban,normal,normal,3691.06,0.0009155905160745848,0.020434918764563197,0.07032796717674347,20,4,0,Evening,2,5511.095,5
362,449db251-54a9-482e-a85f-b8d081cb72f2,USER_00373,2023-09-15 22:14:00,Food Delivery,Pizza Margherita,Uber Eats,9952.88,3.78,78.24,429,Bank Transfer,Pending,MERCH_0375,Android,Suburban,normal,normal,9874.64,0.00037978956844652,0.007861041226258128,0.04310310181575584,22,4,0,Evening,1,9952.88,4
363,a1fc2c2e-82cd-463b-b28c-4806b1520c58,USER_00926,2023-09-15 23:23:00,Food Delivery,Butter Chicken,Foodpanda,6034.05,42.74,98.67,57,UPI,Successful,MERCH_0616,Android,Rural,normal,normal,5935.38,0.007083136533505689,0.016352201257861635,0.009446391726949561,23,4,0,Evening,1,6034.05,6
364,764d18b4-4421-40a3-a154-b297327fc5fe,USER_07860,2023-09-15 23:53:00,Gas Bill,Auto LPG,Adani Gas,5040.32,17.85,7.68,878,UPI,Successful,MERCH_0691,iOS,Suburban,normal,normal,5032.639999999999,0.0035414418132182087,0.0015237127801409434,0.17419528918798807,23,4,0,Evening,2,5002.5650000000005,6
365,14eb6049-17a2-4943-8354-6eef5014381f,USER_00789,2023-09-16 01:42:00,Mobile Recharge,Data Pack 50GB,BSNL,8484.46,16.74,54.17,934,Credit Card,Successful,MERCH_0634,Android,Urban,normal,normal,8430.289999999999,0.001973018907508551,0.006384613752672534,0.11008361168536361,1,5,1,Night,1,8484.46,4
366,a3d52abf-5000-48c0-a0ff-aca7d287d93e,USER_05480,2023-09-16 02:05:00,Hotel Booking,Deluxe Room,Fab Hotels,7092.48,25.84,70.02,59,Debit Card,Successful,MERCH_0390,iOS,Urban,normal,normal,7022.459999999999,0.0036432954340371777,0.009872428262046562,0.008318669915177766,2,5,1,Night,2,8477.625,8
367,d214e05f-3947-42d9-8085-25e1ff1ea857,USER_02316,2023-09-16 02:15:00,Insurance Premium,Home Insurance,ICICI Prudential,4387.71,7.75,91.11,203,Credit Card,Successful,MERCH_0842,Android,Urban,normal,normal,4296.6,0.0017662972256598545,0.020764818094176688,0.046265591846316186,2,5,1,Night,1,4387.71,4
368,571c9c24-f682-4fb0-873b-1ef1b06d64a4,USER_09204,2023-09-16 03:50:00,Gas Bill,Industrial Gas Supply,Adani Gas,5775.53,33.11,22.9,698,Wallet Balance,Successful,MERCH_0036,iOS,Urban,normal,normal,5752.63,0.005732807205572476,0.003965004077547862,0.12085470943792172,3,5,1,Night,1,5775.53,8
369,127fcffb-123b-4667-8ccd-155a5fa96bf3,USER_05813,2023-09-16 03:52:00,Gaming Credits,Premium Skin,PUBG Mobile,158.17,28.51,73.99,414,Bank Transfer,Successful,MERCH_0884,Android,Suburban,normal,normal,84.17999999999999,0.18024909907062026,0.46778782322817225,2.6174369349434157,3,5,1,Night,1,158.17,6
370,7164a623-7d3d-4dd8-9aef-69818f863354,USER_03578,2023-09-16 07:13:00,Water Bill,Commercial Property,Mumbai Water,1137.97,41.27,28.99,570,UPI,Successful,MERCH_0054,Android,Urban,normal,normal,1108.98,0.03626633391038428,0.025475188273856076,0.5008919391548108,7,5,1,Morning,2,2340.25,6
371,ca5b4bdd-4344-4d82-bb79-cc79646cc22b,USER_03310,2023-09-16 10:21:00,Hotel Booking,Deluxe Room,Airbnb,603.83,25.96,68.07,900,UPI,Successful,MERCH_0238,Android,Urban,normal,normal,535.76,0.042992232913237165,0.1127304042528526,1.490485732739347,10,5,1,Morning,2,1431.77,6
372,fc3498df-db42-4645-8551-4cea0d8ddfde,USER_06891,2023-09-16 10:52:00,Online Shopping,Wireless Earbuds,Snapdeal,320.89,29.23,18.63,743,Debit Card,Successful,MERCH_0997,Android,Suburban,normal,normal,302.26,0.09109040481161769,0.0580572781950201,2.3154351958615105,10,5,1,Morning,1,320.89,4
373,9fdeac65-9e73-462b-880a-98d1274019c8,USER_01081,2023-09-16 12:15:00,Streaming Service,Student Offer,SonyLIV,8363.57,28.35,31.49,547,Credit Card,Failed,MERCH_0804,Android,Urban,normal,normal,8332.08,0.003389700809582511,0.003765138571208228,0.06540269286919342,12,5,1,Afternoon,1,8363.57,6
374,8db2ce63-6528-415a-a1cc-1581a3388ba1,USER_07513,2023-09-16 13:46:00,Education Fee,IELTS Training,Vedantu,3905.05,16.9,6.77,488,Wallet Balance,Successful,MERCH_0474,Android,Urban,normal,normal,3898.28,0.004327729478495793,0.0017336525780719835,0.12496638967490813,13,5,1,Afternoon,2,2295.975,4
375,c7480c4e-c8b9-481d-8c3d-e4267c5c0533,USER_04754,2023-09-16 15:09:00,Education Fee,Data Science Bootcamp,Coursera,5060.74,0.04,62.14,39,UPI,Successful,MERCH_0585,Android,Urban,normal,normal,4998.599999999999,7.903982421543095e-06,0.012278836691867199,0.007706382861004517,15,5,1,Afternoon,1,5060.74,6
376,fb5cf9b6-0576-477d-91ca-88cb8e51e3f0,USER_09794,2023-09-16 16:54:00,Electricity Bill,Agricultural Bill,BSES,4555.47,24.67,9.6,229,Credit Card,Successful,MERCH_0072,Android,Urban,normal,normal,4545.87,0.005415467558780982,0.002107356650356604,0.05026923676371483,16,5,1,Afternoon,1,4555.47,3
377,eceaae6a-f798-42ab-acff-eb81ccdf1ee9,USER_06161,2023-09-16 17:03:00,Loan Repayment,Education Loan EMI,SBI,3286.54,28.96,36.47,133,UPI,Successful,MERCH_0749,iOS,Suburban,normal,normal,3250.07,0.00881169862530199,0.011096776549197636,0.04046809106233303,17,5,1,Afternoon,1,3286.54,6
378,2915bc8a-dd57-47d5-bbb9-f8dea49f062c,USER_04601,2023-09-16 21:07:00,Food Delivery,Butter Chicken,Zomato,252.02,22.03,65.55,922,Credit Card,Successful,MERCH_0933,iOS,Urban,normal,normal,186.47000000000003,0.08741369732560908,0.2600984048885009,3.658439806364574,21,5,1,Evening,1,252.02,5
379,f1244151-f315-48c6-91c2-6e29fe94954d,USER_03936,2023-09-16 21:22:00,Streaming Service,Student Offer,Amazon Prime,4995.58,1.13,36.17,441,Bank Transfer,Successful,MERCH_0080,iOS,Suburban,normal,normal,4959.41,0.00022619996076531651,0.007240400514054424,0.0882780377854023,21,5,1,Evening,1,4995.58,5
380,7c0af7cb-dec2-4c52-82b9-fcc46f0f4f3b,USER_06480,2023-09-16 23:22:00,Water Bill,Borewell Charges,Delhi Jal Board,3744.66,10.81,87.96,332,Debit Card,Successful,MERCH_0627,Android,Urban,normal,normal,3656.7,0.0028867774377380057,0.023489448975340884,0.08865958458177779,23,5,1,Evening,1,3744.66,4
381,eedbcd47-6368-433b-a71c-63484540edaa,USER_00257,2023-09-17 00:04:00,Online Shopping,Laptop Backpack,Nykaa,907.07,3.93,22.47,631,Debit Card,Successful,MERCH_0459,iOS,Urban,normal,normal,884.6,0.004332631439690432,0.024772068307848345,0.6956464219960973,0,6,1,Night,2,1654.6100000000001,10
382,b941b10e-502e-4fdc-be0c-06fc084f4d94,USER_05351,2023-09-17 00:34:00,Bus Ticket,Sleeper Class,Goibibo,2387.88,13.47,5.87,108,Debit Card,Successful,MERCH_0150,Android,Urban,normal,normal,2382.01,0.005640986984270567,0.002458247483123105,0.04522840343735866,0,6,1,Night,3,3967.3966666666674,8
383,46c05575-01c8-4c4a-a368-0ef331d330d6,USER_07068,2023-09-17 04:49:00,Food Delivery,Masala Dosa,Zomato,8855.04,42.1,57.11,929,UPI,Successful,MERCH_0168,Android,Suburban,normal,normal,8797.93,0.004754354582249204,0.006449434446371783,0.10491200491471522,4,6,1,Night,1,8855.04,8
384,6a207895-38bc-41d9-b2b5-48674247e183,USER_08989,2023-09-17 05:55:00,Internet Bill,Fiber 100Mbps Plan,Hathway,1317.0,49.72,17.21,190,Wallet Balance,Successful,MERCH_0022,iOS,Urban,normal,normal,1299.79,0.03775246772968868,0.013067577828397875,0.1442672741078208,5,6,1,Night,1,1317.0,9
385,c6c04ffc-9991-4052-b138-6eb0d7913980,USER_09015,2023-09-17 06:02:00,Gaming Credits,Premium Skin,Free Fire,9712.01,18.47,37.01,73,Debit Card,Successful,MERCH_0335,Android,Suburban,normal,normal,9675.0,0.0019017690467781642,0.0038107456643887306,0.007516466725219599,6,6,1,Morning,1,9712.01,14
386,2d6f2ca8-ae15-4f40-ad4a-2cb917fbfe79,USER_01749,2023-09-17 08:00:00,Electricity Bill,Residential Bill,BSES,694.38,44.55,21.57,259,Credit Card,Successful,MERCH_0085,Web,Urban,normal,normal,672.81,0.06415795385811802,0.031063682709755465,0.3729946139001699,8,6,1,Morning,1,694.38,4
387,8d5ff068-e966-4aa5-8945-867a099e32c2,USER_01505,2023-09-17 09:59:00,Streaming Service,Basic Plan,Netflix,5291.45,37.48,43.69,535,Credit Card,Successful,MERCH_0082,iOS,Urban,normal,normal,5247.76,0.007083124663372044,0.008256716023018265,0.10110650199850703,9,6,1,Morning,1,5291.45,9
